symbol,horizon,label_type,source_rows,target_rows,missing_rows,expected_horizon_loss,neutral_pct,down_pct,up_pct
BTCUSDT,4h,dir,18647,18623,24,24,0.2613434999731515,0.3613273908607636,0.377329109166085
BTCUSDT,4h,tb,18647,18623,24,24,0.6336787842989852,0.18579176287386565,0.18052945282714922
BTCUSDT,8h,dir,18647,18623,24,24,0.2496912420125651,0.3659453364119637,0.3843634215754712
BTCUSDT,8h,tb,18647,18623,24,24,0.5811093808731139,0.21167373677710358,0.20721688234978253
BTCUSDT,24h,dir,18647,18623,24,24,0.2351393438221554,0.37426837781238254,0.39059227836546206
BTCUSDT,24h,tb,18647,18623,24,24,0.4845621006282554,0.258175374536863,0.2572625248348816
ETHUSDT,4h,dir,18647,18623,24,24,0.25994737689953284,0.3650324867099823,0.37502013639048487
ETHUSDT,4h,tb,18647,18623,24,24,0.6403909144606132,0.1839660634699028,0.17564302206948398
ETHUSDT,8h,dir,18647,18623,24,24,0.24630832841110456,0.3737851044407453,0.37990656714815013
ETHUSDT,8h,tb,18647,18623,24,24,0.5832035654835419,0.21183482790098265,0.2049616066154755
ETHUSDT,24h,dir,18647,18623,24,24,0.2336358266659507,0.38404123932771306,0.38232293400633627
ETHUSDT,24h,tb,18647,18623,24,24,0.4920259893679858,0.25473876389410943,0.25323524673790476
BNBUSDT,4h,dir,17460,17436,24,24,0.23721036935076853,0.3651640284468915,0.39762560220234
BNBUSDT,4h,tb,17460,17436,24,24,0.6203257627896307,0.19425326909841706,0.18542096811195227
BNBUSDT,8h,dir,17460,17436,24,24,0.2211516402844689,0.37244780913053455,0.4064005505849966
BNBUSDT,8h,tb,17460,17436,24,24,0.5586717136958018,0.22562514338150952,0.2157031429226887
BNBUSDT,24h,dir,17460,17436,24,24,0.2170796054140858,0.370956641431521,0.4119637531543932
BNBUSDT,24h,tb,17460,17436,24,24,0.4881853636155081,0.25516173434273914,0.2566529020417527
SOLUSDT,4h,dir,17460,17436,24,24,0.23743977976600136,0.37892865336086257,0.38363156687313604
SOLUSDT,4h,tb,17460,17436,24,24,0.6192360633172747,0.19855471438403305,0.18220922229869235
SOLUSDT,8h,dir,17460,17436,24,24,0.22654278504244094,0.38730213351686166,0.38615508144069743
SOLUSDT,8h,tb,17460,17436,24,24,0.566529020417527,0.2219545767377839,0.21151640284468914
SOLUSDT,24h,dir,17460,17436,24,24,0.21323698095893553,0.4004358797889424,0.38632713925212203
SOLUSDT,24h,tb,17460,17436,24,24,0.48468685478320717,0.26169993117687546,0.25361321403991743
XRPUSDT,4h,dir,17460,17436,24,24,0.24059417297545307,0.383344803854095,0.3760610231704519
XRPUSDT,4h,tb,17460,17436,24,24,0.626347786189493,0.19402385868318422,0.17962835512732278
XRPUSDT,8h,dir,17460,17436,24,24,0.24139710942876808,0.3885065381968341,0.3700963523743978
XRPUSDT,8h,tb,17460,17436,24,24,0.5716334021564579,0.21977517779307182,0.2085914200504703
XRPUSDT,24h,dir,17460,17436,24,24,0.23589125946317963,0.39607708189951824,0.36803165863730214
XRPUSDT,24h,tb,17460,17436,24,24,0.4935191557696719,0.2572264280798348,0.24925441615049324
DOGEUSDT,4h,dir,17460,17436,24,24,0.24891030052764396,0.37296398256480845,0.3781257169075476
DOGEUSDT,4h,tb,17460,17436,24,24,0.6230786877724249,0.19230328056893783,0.1846180316586373
DOGEUSDT,8h,dir,17460,17436,24,24,0.23124569855471439,0.3851800871759578,0.3835742142693278
DOGEUSDT,8h,tb,17460,17436,24,24,0.5661849047946776,0.22029135122734572,0.2135237439779766
DOGEUSDT,24h,dir,17460,17436,24,24,0.20945170910759348,0.4042211516402845,0.38632713925212203
DOGEUSDT,24h,tb,17460,17436,24,24,0.4848015599908236,0.25739848589125947,0.25779995411791695
ADAUSDT,4h,dir,17460,17436,24,24,0.24128240422115163,0.38816242257398487,0.3705551732048635
ADAUSDT,4h,tb,17460,17436,24,24,0.6237669190181234,0.19150034411562286,0.18473273686625372
ADAUSDT,8h,dir,17460,17436,24,24,0.22797660013764626,0.3972241339756825,0.37479926588667123
ADAUSDT,8h,tb,17460,17436,24,24,0.5695687084193622,0.22040605643496214,0.21002523514567562
ADAUSDT,24h,dir,17460,17436,24,24,0.21771048405597615,0.41546226198669417,0.3668272539573297
ADAUSDT,24h,tb,17460,17436,24,24,0.49179857765542556,0.2624455150263822,0.24575590731819225
TRXUSDT,4h,dir,17460,17436,24,24,0.21667813718742832,0.36281257169075476,0.42050929112181695
TRXUSDT,4h,tb,17460,17436,24,24,0.5896994723560449,0.19425326909841706,0.21604725854553797
TRXUSDT,8h,dir,17460,17436,24,24,0.20044735030970406,0.3669993117687543,0.43255333792154166
TRXUSDT,8h,tb,17460,17436,24,24,0.5205322321633402,0.22837806836430374,0.25108969947235604
TRXUSDT,24h,dir,17460,17436,24,24,0.18066070199587062,0.3731933929800413,0.4461459050240881
TRXUSDT,24h,tb,17460,17436,24,24,0.41075934847442075,0.26921312227575134,0.32002752924982797
LINKUSDT,4h,dir,17460,17436,24,24,0.23812801101169992,0.3838036246845607,0.3780683643037394
LINKUSDT,4h,tb,17460,17436,24,24,0.624741913282863,0.1872562514338151,0.18800183528332187
LINKUSDT,8h,dir,17460,17436,24,24,0.22505161734342738,0.3879903647625602,0.3869580178940124
LINKUSDT,8h,tb,17460,17436,24,24,0.5722642807983482,0.2135810965817848,0.21415462261986695
LINKUSDT,24h,dir,17460,17436,24,24,0.21151640284468914,0.4039917412250516,0.38449185593025925
LINKUSDT,24h,tb,17460,17436,24,24,0.47981188345950904,0.2549323239275063,0.26525579261298465
AVAXUSDT,4h,dir,17460,17436,24,24,0.23967653131452168,0.38781830695113556,0.3725051617343427
AVAXUSDT,4h,tb,17460,17436,24,24,0.6199242945629732,0.1935076852489103,0.18656802018811655
AVAXUSDT,8h,dir,17460,17436,24,24,0.224133975682496,0.39796971782518925,0.37789630649231476
AVAXUSDT,8h,tb,17460,17436,24,24,0.5637187428309245,0.22321633402156457,0.2130649231475109
AVAXUSDT,24h,dir,17460,17436,24,24,0.2116884606561138,0.4120784583620096,0.3762330809818766
AVAXUSDT,24h,tb,17460,17436,24,24,0.47522367515485203,0.2645675613672861,0.26020876347786187
TONUSDT,4h,dir,16152,16128,24,24,0.2325768849206349,0.3795262896825397,0.3878968253968254
TONUSDT,4h,tb,16152,16128,24,24,0.6232018849206349,0.19791666666666666,0.1788814484126984
TONUSDT,8h,dir,16152,16128,24,24,0.22811259920634921,0.3870287698412698,0.38485863095238093
TONUSDT,8h,tb,16152,16128,24,24,0.5746527777777778,0.22116815476190477,0.20417906746031747
TONUSDT,24h,dir,16152,16128,24,24,0.22464037698412698,0.3972594246031746,0.37810019841269843
TONUSDT,24h,tb,16152,16128,24,24,0.5105406746031746,0.26122271825396826,0.22823660714285715
SHIBUSDT,4h,dir,17460,17436,24,24,0.23514567561367286,0.3926932782748337,0.3721610461114935
SHIBUSDT,4h,tb,17460,17436,24,24,0.6222183987153017,0.19459738472126634,0.18318421656343198
SHIBUSDT,8h,dir,17460,17436,24,24,0.23101628813948152,0.3987726542785042,0.3702110575820142
SHIBUSDT,8h,tb,17460,17436,24,24,0.5761069052534985,0.2210942876806607,0.2027988070658408
SHIBUSDT,24h,dir,17460,17436,24,24,0.21943106217022254,0.41706813489332417,0.3635008029364533
SHIBUSDT,24h,tb,17460,17436,24,24,0.4961000229410415,0.2606675843083276,0.24323239275063088
DOTUSDT,4h,dir,17460,17436,24,24,0.2313030511585226,0.39481532461573754,0.37388162422573984
DOTUSDT,4h,tb,17460,17436,24,24,0.6186051846753843,0.19568708419362238,0.18570773113099334
DOTUSDT,8h,dir,17460,17436,24,24,0.2313604037623308,0.3968800183528332,0.371759577884836
DOTUSDT,8h,tb,17460,17436,24,24,0.5720348703831154,0.2201766460197293,0.20778848359715532
DOTUSDT,24h,dir,17460,17436,24,24,0.21323698095893553,0.4256710254645561,0.3610919935765084
DOTUSDT,24h,tb,17460,17436,24,24,0.493002982335398,0.2692704748795595,0.23772654278504243
BCHUSDT,4h,dir,17460,17436,24,24,0.24558384950676762,0.38426244551502636,0.370153704978206
BCHUSDT,4h,tb,17460,17436,24,24,0.6343771507226428,0.1890341821518697,0.1765886671254875
BCHUSDT,8h,dir,17460,17436,24,24,0.23250745583849508,0.3942417985776554,0.3732507455838495
BCHUSDT,8h,tb,17460,17436,24,24,0.5824156916724019,0.21409727001605872,0.20348703831153933
BCHUSDT,24h,dir,17460,17436,24,24,0.23095893553567332,0.40135352144987385,0.36768754301445283
BCHUSDT,24h,tb,17460,17436,24,24,0.5063087864189034,0.2511470520761643,0.24254416150493233
LTCUSDT,4h,dir,17460,17436,24,24,0.24357650837348016,0.370956641431521,0.3854668501949989
LTCUSDT,4h,tb,17460,17436,24,24,0.6299036476256022,0.18748566184904794,0.18261069052534984
LTCUSDT,8h,dir,17460,17436,24,24,0.23055746730901583,0.37743748566184904,0.39200504702913513
LTCUSDT,8h,tb,17460,17436,24,24,0.5798921771048405,0.2153590272998394,0.20474879559532003
LTCUSDT,24h,dir,17460,17436,24,24,0.22877953659096123,0.3803051158522597,0.3909153475567791
LTCUSDT,24h,tb,17460,17436,24,24,0.5066529020417527,0.2544161504932324,0.23893094746501492
NEARUSDT,4h,dir,17460,17436,24,24,0.2326795136499197,0.39315209910529936,0.3741683872447809
NEARUSDT,4h,tb,17460,17436,24,24,0.6118949300298233,0.19104152328515714,0.1970635466850195
NEARUSDT,8h,dir,17460,17436,24,24,0.22344574443679743,0.39659325533379214,0.37996100022941043
NEARUSDT,8h,tb,17460,17436,24,24,0.5634893324156917,0.21243404450562056,0.22407662307868778
NEARUSDT,24h,dir,17460,17436,24,24,0.2099105299380592,0.4089240651525579,0.3811654049093829
NEARUSDT,24h,tb,17460,17436,24,24,0.48319568708419364,0.25005735260380824,0.2667469603119982
UNIUSDT,4h,dir,17460,17436,24,24,0.23743977976600136,0.3971667813718743,0.36539343886212433
UNIUSDT,4h,tb,17460,17436,24,24,0.6257742601514109,0.18937829777471898,0.18484744207387016
UNIUSDT,8h,dir,17460,17436,24,24,0.226026611608167,0.4020991052993806,0.3718742830924524
UNIUSDT,8h,tb,17460,17436,24,24,0.5725510438173893,0.21644872677219545,0.21100022941041524
UNIUSDT,24h,dir,17460,17436,24,24,0.22275751319109888,0.41127552190869465,0.36596696490020647
UNIUSDT,24h,tb,17460,17436,24,24,0.4995411791695343,0.25476026611608166,0.24569855471438404
APTUSDT,4h,dir,17460,17436,24,24,0.2325648084423033,0.39389768295480615,0.3735375086028906
APTUSDT,4h,tb,17460,17436,24,24,0.6169419591649461,0.19545767377838955,0.18760036705666439
APTUSDT,8h,dir,17460,17436,24,24,0.22453544390915348,0.4033608625831613,0.37210369350768524
APTUSDT,8h,tb,17460,17436,24,24,0.5632025693966506,0.2192590043587979,0.2175384262445515
APTUSDT,24h,dir,17460,17436,24,24,0.21793989447120898,0.41127552190869465,0.37078458362009636
APTUSDT,24h,tb,17460,17436,24,24,0.4855471438403304,0.2621587520073411,0.2522941041523285
ICPUSDT,4h,dir,17460,17436,24,24,0.22442073870153706,0.39963294333562743,0.3759463179628355
ICPUSDT,4h,tb,17460,17436,24,24,0.6198095893553567,0.18926359256710254,0.19092681807754072
ICPUSDT,8h,dir,17460,17436,24,24,0.22258545537967422,0.40238586831842166,0.3750286763019041
ICPUSDT,8h,tb,17460,17436,24,24,0.5655540261527874,0.2193163569626061,0.21512961688460655
ICPUSDT,24h,dir,17460,17436,24,24,0.21449873824271623,0.41735489791236524,0.36814636384491856
ICPUSDT,24h,tb,17460,17436,24,24,0.4831383344803854,0.2641660931406286,0.252695572378986
ETCUSDT,4h,dir,17460,17436,24,24,0.24753383803624684,0.3839756824959853,0.36849047946776786
ETCUSDT,4h,tb,17460,17436,24,24,0.6219316356962606,0.1967194310621702,0.18134893324156917
ETCUSDT,8h,dir,17460,17436,24,24,0.2229295710025235,0.39791236522138107,0.37915806377609546
ETCUSDT,8h,tb,17460,17436,24,24,0.5689951823812801,0.22677219545767377,0.20423262216104612
ETCUSDT,24h,dir,17460,17436,24,24,0.21140169763707273,0.4146593255333792,0.3739389768295481
ETCUSDT,24h,tb,17460,17436,24,24,0.47877953659096123,0.2746042670337233,0.24661619637531543
